customerID,Churn,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,DailyCharges
4718-dhsmv,No,female,0,0,0,11,0,no,dsl,no,no,no,no,yes,no,month-to-month,1,mailed check,35.8,363.15,1.1933333333333331
4718-wxbgi,No,male,0,1,1,72,1,yes,dsl,yes,yes,yes,yes,yes,yes,two year,1,credit card (automatic),91.95,6614.9,3.065
4719-umsiy,No,male,0,0,1,6,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,19.65,100.9,0.6549999999999999
4720-vstsi,Yes,female,0,0,0,44,1,yes,fiber optic,no,yes,yes,no,no,no,month-to-month,1,bank transfer (automatic),84.8,3862.55,2.8266666666666667
4723-begsg,No,male,0,1,0,72,1,yes,dsl,yes,no,yes,yes,yes,yes,two year,0,credit card (automatic),86.65,6094.25,2.8883333333333336
4724-wxvwf,No,male,0,0,0,48,1,yes,fiber optic,yes,no,no,yes,no,yes,month-to-month,1,electronic check,95.4,4445.3,3.18
4726-dlwqn,No,male,1,0,0,50,1,yes,dsl,yes,yes,no,no,yes,no,month-to-month,1,bank transfer (automatic),70.35,3454.6,2.3449999999999998
4727-mcyzg,No,male,0,0,0,1,1,no,dsl,no,no,no,no,no,yes,month-to-month,0,mailed check,55.55,55.55,1.8516666666666666
4729-xkasr,Yes,male,0,0,1,1,0,no,dsl,no,no,no,no,no,no,month-to-month,0,electronic check,24.75,24.75,0.825
4730-awnau,No,male,0,1,1,36,0,no,dsl,yes,no,yes,yes,yes,yes,one year,0,credit card (automatic),60.7,2234.55,2.0233333333333334
4732-rrjzc,No,male,0,1,1,7,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,20.25,144.35,0.675
4735-asgma,Yes,male,0,0,0,26,1,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,1,electronic check,98.35,2515.3,3.2783333333333333
4735-bjkou,No,female,0,0,0,40,1,no,no,no,no,no,no,no,no,two year,0,mailed check,20.15,804.85,0.6716666666666666
4737-aqcpu,No,male,0,1,1,72,1,yes,dsl,yes,yes,yes,yes,no,no,two year,0,credit card (automatic),72.1,5016.65,2.4033333333333333
4737-hobax,No,male,0,1,0,63,1,yes,dsl,no,no,yes,yes,yes,yes,two year,0,credit card (automatic),79.8,5034.05,2.6599999999999997
4741-wwjqz,No,female,0,1,0,2,1,no,fiber optic,yes,no,no,yes,no,no,month-to-month,1,electronic check,80.15,194.55,2.671666666666667
4742-drora,No,male,0,1,1,60,1,yes,fiber optic,yes,no,yes,no,yes,no,one year,1,bank transfer (automatic),95.4,5812.0,3.18
4742-txuex,No,female,0,1,1,47,1,no,no,no,no,no,no,no,no,two year,0,bank transfer (automatic),19.3,890.5,0.6433333333333333
4745-lsplo,Yes,male,0,0,0,1,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,20.5,20.5,0.6833333333333333
4747-lcaql,No,male,0,0,0,25,1,no,dsl,yes,yes,no,yes,yes,yes,month-to-month,1,mailed check,79.0,1902.0,2.6333333333333333
4749-ojkqu,No,female,0,0,0,4,1,yes,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,75.65,302.35,2.521666666666667
4749-vfkvb,Yes,female,0,0,0,1,1,yes,dsl,no,no,no,no,no,no,month-to-month,1,mailed check,50.1,50.1,1.6700000000000002
4750-ukwjk,No,female,1,1,0,37,1,no,no,no,no,no,no,no,no,one year,0,mailed check,19.6,727.8,0.6533333333333334
4750-zrxiu,Yes,female,1,0,0,4,1,yes,fiber optic,no,no,no,no,no,yes,month-to-month,1,electronic check,84.6,360.1,2.82
4751-erman,No,male,0,1,1,72,1,no,dsl,no,yes,yes,no,yes,yes,two year,1,bank transfer (automatic),75.4,5480.25,2.5133333333333336
4753-padas,No,female,0,1,0,67,1,yes,fiber optic,no,yes,yes,no,yes,yes,one year,1,bank transfer (automatic),105.7,6816.95,3.5233333333333334
4759-pxtan,No,female,0,1,0,59,1,yes,dsl,no,yes,no,yes,yes,yes,one year,1,electronic check,80.1,4693.2,2.67
4759-trplw,Yes,male,0,0,0,1,1,no,fiber optic,no,no,no,no,no,no,month-to-month,0,electronic check,70.4,70.4,2.3466666666666667
4760-thgot,No,female,0,1,0,43,1,yes,fiber optic,yes,yes,no,no,no,yes,month-to-month,1,electronic check,94.1,4107.3,3.1366666666666663
4760-xohvn,Yes,female,0,1,1,1,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,19.45,19.45,0.6483333333333333
4762-xtuec,Unknown,female,0,1,0,67,1,yes,fiber optic,no,yes,yes,yes,yes,yes,one year,1,credit card (automatic),109.7,7344.45,3.6566666666666667
4763-pgdpo,Yes,female,0,0,0,4,1,no,fiber optic,no,no,no,no,no,no,month-to-month,0,electronic check,70.4,281.0,2.3466666666666667
4765-oxppd,Yes,female,0,1,1,9,1,no,dsl,yes,yes,yes,yes,no,no,month-to-month,0,mailed check,65.0,663.05,2.1666666666666665
4767-hzzhq,No,male,0,1,1,30,1,no,fiber optic,no,yes,yes,no,no,no,month-to-month,0,bank transfer (automatic),82.05,2570.2,2.735
4770-qazxn,No,female,0,0,0,13,1,no,no,no,no,no,no,no,no,month-to-month,0,credit card (automatic),19.45,232.1,0.6483333333333333
4770-uezox,No,male,0,0,0,2,1,no,fiber optic,no,yes,no,no,no,no,month-to-month,1,electronic check,74.75,144.8,2.4916666666666667
4774-hhggs,No,male,0,1,0,30,1,no,no,no,no,no,no,no,no,two year,0,mailed check,19.05,637.55,0.635
4776-xskyq,No,female,0,1,1,12,0,no,dsl,no,no,no,yes,no,no,one year,0,credit card (automatic),30.25,368.85,1.0083333333333333
4778-izarl,No,male,0,1,0,63,1,no,fiber optic,yes,yes,yes,yes,yes,yes,two year,1,credit card (automatic),110.1,6705.7,3.67
4779-zgick,No,male,0,1,1,48,1,yes,no,no,no,no,no,no,no,two year,0,mailed check,23.55,1173.35,0.785
4781-zxygu,No,male,0,1,1,1,1,no,no,no,no,no,no,no,no,month-to-month,1,bank transfer (automatic),20.15,20.15,0.6716666666666666
4782-osfxz,No,female,1,1,0,71,1,yes,dsl,yes,yes,yes,yes,no,yes,two year,1,bank transfer (automatic),82.7,5831.2,2.756666666666667
4785-fcifb,No,female,0,1,0,61,1,yes,no,no,no,no,no,no,no,two year,0,mailed check,24.4,1417.9,0.8133333333333332
4785-nkhcx,No,male,1,0,0,5,1,no,no,no,no,no,no,no,no,month-to-month,0,bank transfer (automatic),20.05,94.15,0.6683333333333333
4785-qrjhc,Yes,male,1,1,0,46,0,no,dsl,no,yes,yes,yes,yes,yes,one year,1,bank transfer (automatic),59.9,2816.65,1.9966666666666666
4786-uksnz,Yes,male,0,0,0,1,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,20.2,20.2,0.6733333333333333
4789-kwmxn,Yes,male,0,1,0,47,1,yes,fiber optic,yes,no,yes,yes,yes,yes,one year,1,credit card (automatic),110.85,5275.8,3.695
4791-qrgmf,Yes,male,0,1,0,59,1,yes,fiber optic,no,no,yes,no,yes,yes,one year,1,bank transfer (automatic),99.5,5961.1,3.316666666666667
4795-ktrth,Yes,female,1,1,0,5,1,yes,fiber optic,no,yes,no,no,no,no,month-to-month,1,electronic check,81.0,371.65,2.7
4795-uxvcj,No,male,0,0,0,26,1,no,no,no,no,no,no,no,no,one year,0,credit card (automatic),19.8,457.3,0.66
4795-wrnvt,No,female,0,0,0,40,1,no,dsl,yes,yes,no,no,yes,no,month-to-month,0,mailed check,65.1,2586.0,2.17
4797-axpxk,Yes,female,0,0,1,1,1,no,dsl,yes,yes,no,yes,no,no,month-to-month,1,electronic check,60.0,60.0,2.0
4797-miwum,No,male,0,1,1,7,1,no,no,no,no,no,no,no,no,month-to-month,1,bank transfer (automatic),20.25,174.7,0.675
4800-czmpc,Yes,female,0,1,1,48,1,yes,fiber optic,yes,yes,no,no,yes,yes,one year,1,credit card (automatic),103.25,5037.55,3.441666666666667
4800-vhzki,Yes,female,0,0,0,1,1,no,no,no,no,no,no,no,no,month-to-month,1,mailed check,19.9,19.9,0.6633333333333333
4801-jzazl,No,female,0,1,1,11,0,no,dsl,yes,no,no,no,no,no,month-to-month,1,electronic check,29.6,346.45,0.9866666666666667
4801-kfykl,No,male,0,0,1,8,1,no,no,no,no,no,no,no,no,month-to-month,0,bank transfer (automatic),19.45,159.2,0.6483333333333333
4803-axvyp,Yes,female,1,0,0,38,1,yes,fiber optic,no,no,no,yes,yes,yes,month-to-month,1,electronic check,99.55,3734.25,3.3183333333333334
4803-lbypn,No,male,0,1,1,34,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,20.8,635.9,0.6933333333333334
4804-ncpet,No,male,0,1,1,19,1,no,no,no,no,no,no,no,no,two year,0,mailed check,20.2,387.4,0.6733333333333333
4805-zrgez,Unknown,male,1,1,0,61,1,yes,dsl,no,yes,no,no,no,yes,one year,0,bank transfer (automatic),64.05,3902.6,2.135
4806-dxqce,No,female,1,1,0,70,1,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,1,electronic check,113.65,7714.65,3.7883333333333336
4806-hipdw,Yes,female,0,1,0,1,1,no,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,68.95,68.95,2.2983333333333333
4806-kexqr,Yes,male,0,0,0,4,1,no,fiber optic,no,no,no,no,no,yes,month-to-month,1,electronic check,79.9,324.3,2.6633333333333336
4807-izyoz,No,female,0,0,0,51,1,no,no,no,no,no,no,no,no,two year,0,bank transfer (automatic),20.65,1020.75,0.6883333333333332
4808-ynleu,No,female,0,1,0,35,1,no,dsl,yes,no,no,no,yes,no,one year,1,bank transfer (automatic),62.15,2215.45,2.0716666666666668
4811-jbuvu,No,male,0,0,0,30,1,yes,fiber optic,no,no,no,yes,no,yes,month-to-month,1,credit card (automatic),89.9,2723.15,2.996666666666667
4813-hqmgz,No,female,0,1,0,8,1,yes,fiber optic,no,no,no,yes,no,yes,month-to-month,1,electronic check,90.25,743.75,3.0083333333333333
4815-gbtcd,No,female,0,1,0,4,0,no,dsl,no,no,no,no,no,no,month-to-month,1,electronic check,25.15,99.95,0.8383333333333333
4815-tumeq,No,female,0,0,0,10,1,no,no,no,no,no,no,no,no,one year,1,mailed check,19.3,185.2,0.6433333333333333
4815-yosuk,No,male,0,1,1,72,1,yes,fiber optic,yes,yes,yes,yes,no,yes,one year,1,credit card (automatic),104.9,7537.5,3.496666666666667
4816-jbhov,Yes,male,1,0,0,2,1,no,dsl,no,no,no,no,no,no,month-to-month,1,electronic check,44.7,93.7,1.49
4816-lxzyw,Yes,female,0,0,0,23,1,yes,fiber optic,no,yes,no,no,no,no,month-to-month,1,electronic check,79.15,1676.95,2.6383333333333336
4816-okwnx,No,male,0,1,1,50,1,no,fiber optic,no,yes,yes,yes,yes,yes,one year,1,bank transfer (automatic),103.4,5236.4,3.4466666666666668
4817-keqsp,No,female,0,1,1,71,1,no,no,no,no,no,no,no,no,two year,0,bank transfer (automatic),19.85,1326.35,0.6616666666666667
4817-qrjsx,Yes,female,0,0,0,10,1,yes,fiber optic,no,yes,no,no,no,no,month-to-month,1,credit card (automatic),81.0,818.05,2.7
4817-vyyws,Yes,female,0,0,0,30,1,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,1,electronic check,100.2,2983.8,3.3400000000000003
4818-drbqt,Yes,male,0,1,0,29,1,yes,fiber optic,no,yes,no,no,no,no,month-to-month,1,bank transfer (automatic),80.15,2265.25,2.671666666666667
4818-qiufn,Yes,female,1,0,0,20,1,yes,fiber optic,yes,no,no,no,no,no,month-to-month,1,electronic check,79.15,1520.9,2.6383333333333336
4819-hjpiw,No,male,0,0,0,18,0,no,dsl,no,no,no,no,no,no,month-to-month,0,mailed check,25.15,476.8,0.8383333333333333
4821-sjhjv,No,female,0,1,1,32,1,yes,fiber optic,yes,no,no,no,yes,no,month-to-month,0,electronic check,89.6,2901.8,2.9866666666666664
4821-wqoyn,No,female,0,1,1,72,1,no,no,no,no,no,no,no,no,two year,1,credit card (automatic),20.1,1326.25,0.67
4822-lptyj,No,male,0,1,0,72,1,yes,fiber optic,no,yes,yes,no,yes,yes,two year,1,bank transfer (automatic),103.75,7346.2,3.4583333333333335
4822-ngoch,Yes,female,0,0,0,13,1,yes,fiber optic,no,yes,yes,no,no,no,month-to-month,1,electronic check,84.45,1058.6,2.815
4822-rvybb,Yes,male,1,0,0,8,1,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,1,electronic check,100.6,819.4,3.353333333333333
4822-ycxmx,Yes,male,0,0,0,25,1,yes,fiber optic,no,no,no,no,no,yes,month-to-month,1,electronic check,84.8,2043.45,2.8266666666666667
4824-gucby,No,female,1,0,0,22,1,no,fiber optic,yes,yes,no,no,no,no,month-to-month,0,electronic check,81.7,1820.9,2.7233333333333336
4825-furez,No,male,0,1,0,42,1,no,no,no,no,no,no,no,no,two year,0,electronic check,20.25,835.5,0.675
4825-xjgdm,No,female,0,0,0,61,0,no,dsl,yes,yes,yes,yes,no,no,one year,0,credit card (automatic),43.7,2696.55,1.4566666666666668
4826-dxmup,No,male,0,0,1,35,1,no,dsl,no,no,no,yes,yes,yes,one year,1,mailed check,72.1,2495.15,2.4033333333333333
4826-tzeva,No,female,0,0,0,40,1,no,fiber optic,no,yes,no,no,no,no,month-to-month,0,credit card (automatic),74.8,2971.7,2.493333333333333
4826-xtsoh,Yes,male,1,1,0,1,1,yes,fiber optic,no,no,no,no,yes,no,month-to-month,1,electronic check,86.05,86.05,2.868333333333333
4827-dpadn,No,female,0,1,1,72,1,yes,dsl,yes,no,yes,yes,yes,yes,two year,1,bank transfer (automatic),83.3,6042.7,2.7766666666666664
4827-ltqrj,No,female,1,1,1,66,1,yes,fiber optic,yes,yes,no,yes,yes,yes,one year,1,credit card (automatic),110.6,7210.85,3.6866666666666665
4827-usjhp,No,male,0,0,0,20,1,no,dsl,no,yes,no,no,no,no,month-to-month,1,mailed check,51.8,1023.85,1.7266666666666666
4828-fazpk,No,female,0,1,1,16,1,yes,fiber optic,no,yes,no,no,no,no,month-to-month,1,credit card (automatic),79.95,1267.95,2.665
4829-auoax,Yes,female,0,0,0,46,1,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,0,bank transfer (automatic),96.05,4399.5,3.2016666666666667
4829-zljtk,No,female,1,1,0,72,1,yes,fiber optic,yes,yes,yes,no,yes,yes,two year,1,electronic check,112.4,8046.85,3.746666666666667
4830-faxfm,No,male,0,0,1,19,1,yes,no,no,no,no,no,no,no,month-to-month,1,credit card (automatic),24.1,439.2,0.8033333333333333
4831-eobfe,Yes,male,0,1,1,29,1,no,fiber optic,yes,no,no,no,yes,yes,month-to-month,0,credit card (automatic),94.65,2649.15,3.1550000000000002
4832-vrbmr,No,male,1,1,0,65,1,yes,fiber optic,no,yes,yes,no,yes,yes,one year,1,bank transfer (automatic),103.15,6792.45,3.4383333333333335
4833-qtjno,No,male,1,1,0,67,1,yes,fiber optic,yes,yes,no,no,no,no,month-to-month,0,bank transfer (automatic),83.85,5588.8,2.795
4835-ysjmr,No,male,0,0,0,39,1,no,dsl,no,no,no,yes,no,no,two year,1,bank transfer (automatic),49.8,1971.15,1.66
4836-wnfno,No,female,0,1,0,72,1,yes,no,no,no,no,no,no,no,two year,0,credit card (automatic),25.0,1849.2,0.8333333333333334
4837-pztic,No,female,0,0,0,47,0,no,dsl,yes,no,yes,yes,no,no,two year,0,mailed check,41.9,1875.25,1.3966666666666667
4837-qusft,No,female,0,1,0,65,1,yes,fiber optic,yes,yes,no,yes,yes,no,one year,1,bank transfer (automatic),100.15,6643.5,3.3383333333333334
4840-orqxb,No,female,1,0,0,56,1,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,0,electronic check,104.75,5841.35,3.4916666666666667
4844-jjwuy,Yes,female,1,0,0,1,1,no,fiber optic,no,yes,no,no,no,yes,month-to-month,1,electronic check,86.0,86.0,2.8666666666666667
4846-whafz,Yes,female,1,1,0,37,1,yes,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,76.5,2868.15,2.55
4847-qnoka,Yes,female,0,0,0,1,1,no,dsl,no,no,no,no,no,no,month-to-month,1,bank transfer (automatic),44.9,44.9,1.4966666666666666
4847-tajyi,No,female,1,0,0,6,1,no,fiber optic,no,no,no,no,yes,yes,month-to-month,1,electronic check,89.35,567.8,2.978333333333333
4849-pyrlq,No,female,1,0,0,56,1,yes,dsl,yes,no,yes,yes,no,yes,two year,0,bank transfer (automatic),73.25,4054.2,2.441666666666667
4851-bqdnx,No,male,0,1,1,40,1,no,fiber optic,no,no,yes,no,yes,no,one year,1,electronic check,85.05,3355.65,2.835
4853-oitsn,No,male,0,1,0,5,1,yes,fiber optic,yes,no,no,no,no,yes,month-to-month,1,electronic check,89.15,413.25,2.9716666666666667
4853-rulsv,Yes,male,0,0,0,70,1,yes,fiber optic,yes,no,no,yes,yes,yes,two year,1,credit card (automatic),104.0,7250.15,3.466666666666667
4854-cidcf,No,female,1,0,0,3,1,no,fiber optic,no,no,yes,no,no,no,month-to-month,0,electronic check,73.85,196.4,2.4616666666666664
4854-ssltn,No,male,0,1,1,2,1,no,dsl,yes,yes,no,yes,no,no,two year,0,mailed check,59.5,130.5,1.9833333333333334
4855-snkmy,Yes,female,0,0,0,1,1,no,dsl,no,no,no,no,no,no,month-to-month,1,electronic check,44.1,44.1,1.47
4859-zsrdz,No,female,0,1,1,58,0,no,dsl,no,no,yes,yes,yes,yes,two year,1,credit card (automatic),55.5,3166.9,1.85
4860-ijude,No,male,0,0,0,13,1,no,fiber optic,yes,no,no,no,no,no,month-to-month,1,credit card (automatic),73.75,956.65,2.4583333333333335
4860-yzgzm,No,male,0,0,0,10,1,no,no,no,no,no,no,no,no,month-to-month,0,electronic check,20.0,185.4,0.6666666666666666
4868-aadlv,No,male,1,1,1,66,1,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,1,electronic check,116.25,7862.25,3.875
4869-epius,No,male,0,1,0,56,1,no,fiber optic,no,no,no,no,no,yes,one year,1,electronic check,80.9,4557.5,2.6966666666666668
4871-jtkjf,Yes,female,1,0,0,1,1,no,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,69.65,69.65,2.3216666666666668
4872-jcvca,No,female,0,1,0,71,0,no,dsl,yes,yes,yes,yes,no,no,two year,1,bank transfer (automatic),47.6,3377.8,1.5866666666666667
4872-vxril,No,male,0,0,0,56,1,yes,dsl,yes,yes,no,yes,no,no,one year,1,bank transfer (automatic),64.65,3665.55,2.1550000000000002
4873-ilolj,Yes,male,0,0,0,24,1,no,fiber optic,no,no,no,no,yes,yes,month-to-month,1,electronic check,90.35,2238.5,3.0116666666666663
4877-evatk,Yes,male,0,0,0,1,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,20.0,20.0,0.6666666666666666
4877-tsoff,No,female,0,1,1,55,1,yes,dsl,yes,yes,no,yes,no,yes,one year,1,bank transfer (automatic),75.75,4264.25,2.525
4878-bunfv,No,male,0,1,1,42,1,no,no,no,no,no,no,no,no,two year,0,mailed check,20.7,828.85,0.69
4878-smqbx,Unknown,female,0,0,0,2,1,no,no,no,no,no,no,no,no,month-to-month,0,bank transfer (automatic),18.75,53.15,0.625
4879-gzlfh,No,female,0,1,1,42,1,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,1,electronic check,92.15,3875.4,3.0716666666666668
4881-gqjtw,No,male,0,0,0,14,1,no,no,no,no,no,no,no,no,month-to-month,0,credit card (automatic),19.6,300.4,0.6533333333333334
4881-jvqod,No,male,1,1,1,10,0,no,dsl,no,no,no,no,no,yes,month-to-month,1,bank transfer (automatic),34.55,362.6,1.1516666666666666
4883-kcpzj,No,female,0,1,1,22,1,yes,no,no,no,no,no,no,no,two year,0,credit card (automatic),25.25,555.4,0.8416666666666667
4883-qicih,Yes,male,0,1,1,32,1,no,fiber optic,no,no,no,no,no,no,month-to-month,1,bank transfer (automatic),69.75,2347.9,2.325
4884-levmq,No,male,0,1,0,39,1,no,no,no,no,no,no,no,no,two year,1,bank transfer (automatic),20.45,790.0,0.6816666666666666
4884-tvuqf,No,female,1,0,0,57,1,yes,fiber optic,yes,no,yes,yes,no,yes,two year,0,credit card (automatic),101.3,5779.6,3.3766666666666665
4884-zthvf,No,female,1,0,0,8,1,no,fiber optic,no,yes,no,no,yes,no,month-to-month,1,electronic check,87.1,713.6,2.9033333333333333
4890-vmuav,No,male,0,0,0,63,1,yes,dsl,yes,yes,yes,yes,no,no,one year,0,electronic check,71.5,4576.3,2.3833333333333333
4891-nluba,No,female,0,1,1,61,0,no,dsl,no,yes,yes,yes,yes,yes,two year,1,bank transfer (automatic),61.45,3751.15,2.0483333333333333
4892-vlanz,Yes,male,0,0,0,1,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,19.8,19.8,0.66
4893-gyuju,No,female,0,0,0,50,1,no,no,no,no,no,no,no,no,one year,1,mailed check,19.35,1033.0,0.645
4895-tmwir,Yes,male,1,1,0,11,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,19.95,214.75,0.6649999999999999
4896-cprpf,No,male,0,1,1,35,1,yes,no,no,no,no,no,no,no,two year,0,bank transfer (automatic),25.45,809.25,0.8483333333333333
4897-qsuyc,Yes,female,0,0,0,1,1,no,no,no,no,no,no,no,no,month-to-month,1,mailed check,20.15,20.15,0.6716666666666666
4900-msomt,No,female,0,1,1,72,1,yes,dsl,yes,yes,yes,yes,yes,no,two year,0,bank transfer (automatic),80.2,5714.2,2.6733333333333333
4902-ohlsk,Yes,female,1,0,0,29,1,yes,fiber optic,no,no,no,yes,yes,yes,month-to-month,0,electronic check,98.65,2862.75,3.2883333333333336
4903-cnozc,No,male,0,0,0,29,1,yes,dsl,no,yes,yes,no,no,yes,one year,0,credit card (automatic),70.9,1964.6,2.3633333333333337
4903-uyavb,Yes,male,0,1,0,5,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,19.35,126.05,0.645
4905-jefdw,Yes,male,0,0,0,11,0,no,dsl,no,no,yes,no,yes,no,one year,1,electronic check,41.6,470.6,1.3866666666666667
4906-zhgpk,No,male,0,1,1,54,1,yes,dsl,no,yes,no,yes,yes,no,one year,1,electronic check,70.7,3770.0,2.356666666666667
4908-xaxay,No,female,1,0,0,49,1,no,fiber optic,no,yes,yes,no,no,yes,one year,1,bank transfer (automatic),89.85,4287.2,2.9949999999999997
4909-joupp,No,male,1,1,0,72,1,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,0,credit card (automatic),109.7,7898.45,3.6566666666666667
4910-aqffx,Yes,male,0,1,1,9,1,yes,fiber optic,no,no,yes,no,no,no,month-to-month,1,bank transfer (automatic),79.35,661.25,2.645
4910-gmjot,Yes,female,0,0,0,1,1,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,1,electronic check,94.6,94.6,3.1533333333333333
4911-banwh,Yes,female,0,0,1,31,1,yes,fiber optic,no,no,no,no,yes,no,month-to-month,1,credit card (automatic),86.55,2697.4,2.885
4912-piguy,No,female,0,0,0,1,1,yes,fiber optic,no,no,no,no,yes,no,month-to-month,1,electronic check,84.6,84.6,2.82
4913-ehyui,Yes,male,1,1,1,56,1,yes,fiber optic,yes,no,yes,no,yes,yes,one year,1,bank transfer (automatic),104.55,5794.65,3.485
4915-bfsxl,No,male,0,1,1,70,1,yes,dsl,yes,no,yes,no,yes,no,two year,0,credit card (automatic),68.95,4858.7,2.2983333333333333
4918-fyjnt,No,female,1,1,0,55,1,yes,fiber optic,no,yes,yes,yes,no,no,month-to-month,0,electronic check,90.45,5044.8,3.015
4918-qlliw,Yes,male,0,0,0,3,1,no,dsl,no,no,no,no,yes,no,month-to-month,0,credit card (automatic),53.4,188.7,1.78
4919-ikaty,Yes,male,0,1,1,5,1,yes,fiber optic,yes,no,yes,no,no,no,month-to-month,1,electronic check,84.5,453.75,2.816666666666667
4919-moavt,Yes,male,0,0,1,3,1,no,fiber optic,no,no,no,no,no,no,month-to-month,0,electronic check,69.65,220.1,2.3216666666666668
4922-cvpdx,No,female,0,1,0,26,1,no,dsl,no,yes,yes,no,yes,yes,two year,1,credit card (automatic),73.5,1905.7,2.45
4923-adwxj,No,female,0,0,0,25,1,no,dsl,no,yes,no,yes,no,yes,month-to-month,1,bank transfer (automatic),65.8,1679.65,2.1933333333333334
4925-lmhok,Yes,male,0,0,0,15,1,yes,dsl,no,yes,no,yes,no,no,month-to-month,1,credit card (automatic),58.6,939.7,1.9533333333333334
4926-umjzd,No,female,0,1,0,31,1,no,dsl,no,no,no,yes,no,no,month-to-month,1,mailed check,49.2,1498.55,1.6400000000000001
4927-wwooz,No,male,0,1,0,2,1,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,1,electronic check,91.45,171.45,3.0483333333333333
4929-bstrx,Yes,female,0,0,0,1,1,no,dsl,no,no,no,no,yes,no,month-to-month,1,mailed check,53.55,53.55,1.785
4929-roart,No,male,0,0,0,18,1,yes,dsl,yes,no,no,no,no,no,month-to-month,0,mailed check,56.25,969.85,1.875
4929-xihvw,No,male,1,1,0,2,1,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,1,credit card (automatic),95.5,181.65,3.183333333333333
4931-trzwn,No,female,0,0,0,13,1,no,dsl,yes,no,no,no,yes,yes,month-to-month,1,electronic check,71.95,923.85,2.3983333333333334
4933-bsaip,No,female,0,1,0,40,1,no,no,no,no,no,no,no,no,two year,0,mailed check,19.1,780.1,0.6366666666666667
4933-ikulf,No,female,1,0,0,17,1,no,no,no,no,no,no,no,no,one year,0,mailed check,20.65,330.6,0.6883333333333332
4936-ypjnk,No,female,0,0,0,10,1,no,no,no,no,no,no,no,no,month-to-month,1,mailed check,19.9,199.45,0.6633333333333333
4937-qpzpo,No,male,0,1,1,61,1,yes,fiber optic,no,no,yes,no,yes,yes,one year,1,electronic check,99.9,6241.35,3.33
4939-kyypy,No,male,0,0,0,27,1,yes,dsl,no,no,yes,yes,no,no,month-to-month,0,electronic check,59.45,1611.65,1.9816666666666667
4940-khcwd,No,female,0,1,0,60,0,no,dsl,yes,yes,no,yes,no,no,two year,0,bank transfer (automatic),37.7,2288.7,1.2566666666666668
4942-vzzom,No,male,0,1,0,64,1,yes,dsl,yes,no,no,no,yes,no,one year,1,credit card (automatic),66.15,4392.5,2.205
4945-rvmte,No,female,0,0,0,28,1,no,dsl,no,no,yes,no,yes,no,month-to-month,1,bank transfer (automatic),59.55,1646.45,1.9849999999999999
4946-edsew,Yes,female,0,1,1,11,1,no,no,no,no,no,no,no,no,month-to-month,1,mailed check,19.25,180.3,0.6416666666666667
4946-vttnd,Unknown,male,0,1,0,8,1,no,fiber optic,yes,no,no,no,no,no,month-to-month,1,mailed check,75.0,658.1,2.5
4947-dsmxk,No,male,0,1,1,34,1,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,1,bank transfer (automatic),97.7,3410.0,3.256666666666667
4948-wbbkl,No,female,1,0,0,36,1,yes,fiber optic,no,no,no,no,no,no,month-to-month,1,bank transfer (automatic),74.9,2659.45,2.496666666666667
4950-bdeux,No,male,0,0,0,35,0,no,dsl,no,no,yes,no,yes,yes,month-to-month,0,electronic check,49.2,1701.65,1.6400000000000001
4950-hkqte,No,female,0,0,0,22,1,yes,no,no,no,no,no,no,no,two year,0,mailed check,26.25,605.9,0.875
4951-ukaaq,Yes,female,0,0,0,4,1,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,1,electronic check,88.95,355.2,2.9650000000000003
4952-ysogz,Yes,female,0,1,1,4,1,yes,fiber optic,no,no,no,no,no,yes,month-to-month,1,electronic check,85.95,381.3,2.865
